ID da Transação;Data;Hora;Produto;Unidade Vendida;Unidade da Cafeteria;Tipo de Cliente;Valor da Venda
2240;2025-02-16;08:48;Pão de Queijo;1;Universidade;Regular;4.0
2241;2025-08-22;09:14;Chá Gelado;2;Shopping;Corporativo;13.0
2242;2025-07-26;20:52;Pão de Queijo;2;Shopping;Regular;8.0
2243;2025-07-24;16:16;Café Espresso;1;Centro;Regular;5.5
2244;2025-08-15;13:01;Cappuccino;2;Shopping;Regular;14.0
2245;2025-07-21;06:49;Cappuccino;1;Centro;Regular;7.0
2246;2025-06-13;20:36;Café Espresso;3;Centro;Regular;16.5
2247;2025-02-02;14:40;Pão de Queijo;3;Centro;Regular;12.0
2248;2025-01-08;07:33;Café Espresso;2;Centro;Regular;11.0
2249;2025-09-07;08:54;Sanduíche Natural;1;Centro;Corporativo;12.0
2250;2025-06-11;16:02;Pão de Queijo;1;Centro;Regular;4.0
2251;2025-08-01;06:13;Sanduíche Natural;3;Centro;Regular;36.0
2252;2025-05-04;19:45;Espresso Duplo;1;Shopping;Novo;8.0
2253;2025-01-30;11:34;Espresso Duplo;2;Shopping;Regular;16.0
2254;2025-02-01;06:47;Café Espresso;2;Universidade;Regular;11.0
2255;2025-06-30;18:03;Espresso Duplo;3;Shopping;Regular;24.0
2256;2025-04-21;18:32;Salgado;1;Centro;Regular;7.0
2257;2025-02-20;06:27;Suco de Laranja;2;Universidade;Novo;12.0
2258;2025-05-07;07:25;Café Espresso;2;Centro;Regular;11.0
2259;2025-01-16;13:33;Café Espresso;2;Universidade;Corporativo;11.0
2260;2025-06-01;16:17;Pingado;1;Shopping;Novo;3.5
2261;2025-03-09;20:58;Café Espresso;3;Shopping;Novo;16.5
2262;2025-08-01;16:15;Café Espresso;3;Shopping;Novo;16.5
2263;2025-03-20;15:09;Cappuccino;2;Rodoviária;Regular;14.0
2264;2025-04-27;13:11;Chá Gelado;3;Centro;Novo;19.5
2265;2025-01-03;11:15;Pão de Queijo;2;Rodoviária;Novo;8.0
2266;2025-01-18;17:10;Chá Gelado;2;Shopping;Regular;13.0
2267;2025-04-10;09:50;Cappuccino;1;Rodoviária;Novo;7.0
2268;2025-05-04;06:26;Café Espresso;2;Shopping;Corporativo;11.0
2269;2025-06-06;08:11;Pão de Queijo;2;Universidade;Regular;8.0
2270;2025-03-15;19:08;Bolo de Chocolate;1;Universidade;Regular;8.5
2271;2025-07-03;10:53;Cappuccino;1;Universidade;Regular;7.0
2272;2025-08-19;10:00;Cappuccino;3;Shopping;Novo;21.0
2273;2025-07-27;15:48;Café Espresso;1;Universidade;Regular;5.5
2274;2025-01-10;09:14;Cappuccino;2;Shopping;Novo;14.0
2275;2025-05-04;08:26;Bolo de Chocolate;1;Shopping;Regular;8.5
2276;2025-01-26;13:59;Cappuccino;1;Universidade;Regular;7.0
2277;2025-03-02;17:22;Café Espresso;3;Centro;Novo;16.5
2278;2025-09-26;20:26;Café Espresso;1;Centro;Novo;5.5
2279;2025-02-05;20:38;Cappuccino;2;Universidade;Novo;14.0
2280;2025-05-09;20:07;Chá Gelado;2;Shopping;Novo;13.0
2281;2025-06-11;19:57;Cappuccino;2;Centro;Regular;14.0
2282;2025-07-05;12:41;Café Espresso;1;Shopping;Regular;5.5
2283;2025-05-26;07:03;Cappuccino;1;Universidade;Regular;7.0
2284;2025-01-03;20:42;Bolo de Chocolate;2;Centro;Corporativo;17.0
2285;2025-03-24;11:02;Pão de Queijo;1;Shopping;Novo;4.0
2286;2025-05-14;20:34;Cappuccino;3;Universidade;Regular;21.0
2287;2025-01-22;20:37;Bolo de Chocolate;3;Shopping;Regular;25.5
2288;2025-03-30;06:13;Bolo de Chocolate;3;Shopping;Novo;25.5
2289;2025-01-09;06:52;Café Espresso;3;Centro;Regular;16.5
2290;2025-01-20;06:25;Café Espresso;2;Universidade;Regular;11.0
2291;2025-04-12;13:49;Pão de Queijo;1;Universidade;Regular;4.0
2292;2025-02-02;11:09;Bolo de Chocolate;3;Shopping;Regular;25.5
2293;2025-05-28;15:36;Espresso Duplo;2;Centro;Novo;16.0
2294;2025-07-01;15:27;Cappuccino;3;Universidade;Regular;21.0
2295;2025-08-02;17:19;Suco de Laranja;1;Shopping;Novo;6.0
2296;2025-02-19;06:13;Café Espresso;3;Rodoviária;Regular;16.5
2297;2025-02-11;19:34;Sanduíche Natural;3;Centro;Regular;36.0
2298;2025-01-26;18:11;Bolo de Chocolate;3;Centro;Regular;25.5
2299;2025-06-16;09:17;Bolo de Chocolate;3;Centro;Regular;25.5
2300;2025-07-06;17:01;Café Espresso;1;Shopping;Regular;5.5
2301;2025-01-08;07:58;Café Espresso;2;Centro;Regular;11.0
2302;2025-09-11;06:09;Suco de Laranja;3;Rodoviária;Corporativo;18.0
2303;2025-01-13;07:21;Café Espresso;2;Centro;Corporativo;11.0
2304;2025-05-21;08:57;Café Espresso;1;Universidade;Novo;5.5
2305;2025-07-07;10:00;Café Espresso;1;Shopping;Regular;5.5
2306;2025-08-23;13:35;Café Espresso;3;Shopping;Novo;16.5
2307;2025-07-08;14:35;Bolo de Chocolate;2;Rodoviária;Regular;17.0
2308;2025-08-02;19:30;Cappuccino;3;Shopping;Regular;21.0
2309;2025-03-27;20:01;Cappuccino;1;Centro;Novo;7.0
2310;2025-08-06;08:52;Cappuccino;3;Centro;Regular;21.0
2311;2025-01-20;17:09;Sanduíche Natural;3;Rodoviária;Regular;36.0
2312;2025-08-30;20:44;Chá Gelado;2;Rodoviária;Novo;13.0
2313;2025-05-22;18:21;Pão de Queijo;1;Centro;Regular;4.0
2314;2025-08-07;12:51;Pão de Queijo;3;Universidade;Regular;12.0
2315;2025-04-26;12:14;Cappuccino;3;Shopping;Novo;21.0
2316;2025-06-18;15:02;Pão de Queijo;3;Universidade;Regular;12.0
2317;2025-05-17;12:19;Suco de Laranja;2;Rodoviária;Novo;12.0
2318;2025-07-13;18:44;Pão de Queijo;1;Centro;Regular;4.0
2319;2025-01-21;13:56;Cappuccino;3;Universidade;Regular;21.0
2320;2025-01-15;12:55;Pão de Queijo;3;Shopping;Novo;12.0
2321;2025-03-03;13:17;Espresso Duplo;3;Universidade;Regular;24.0
2322;2025-02-09;14:05;Sanduíche Natural;1;Shopping;Regular;12.0
2323;2025-08-23;16:35;Suco de Laranja;2;Universidade;Regular;12.0
2324;2025-02-24;20:36;Cappuccino;2;Centro;Regular;14.0
2325;2025-09-23;15:04;Café Espresso;3;Shopping;Regular;16.5
2326;2025-03-27;12:08;Salgado;3;Universidade;Regular;21.0
2327;2025-02-15;12:40;Café Espresso;2;Centro;Regular;11.0
2328;2025-07-30;09:09;Bolo de Chocolate;2;Centro;Regular;17.0
2329;2025-06-22;19:25;Cappuccino;2;Shopping;Novo;14.0
2330;2025-05-09;09:37;Pão de Queijo;3;Centro;Novo;12.0
2331;2025-05-25;13:13;Pão de Queijo;3;Universidade;Regular;12.0
2332;2025-07-09;14:00;Chá Gelado;2;Universidade;Regular;13.0
2333;2025-02-27;06:44;Café Espresso;2;Centro;Corporativo;11.0
2334;2025-09-29;13:26;Salgado;1;Universidade;Regular;7.0
2335;2025-09-23;12:08;Salgado;3;Shopping;Regular;21.0
2336;2025-06-20;16:34;Espresso Duplo;1;Shopping;Regular;8.0
2337;2025-02-19;15:11;Pão de Queijo;2;Centro;Corporativo;8.0
2338;2025-06-28;10:02;Pão de Queijo;3;Rodoviária;Regular;12.0
2339;2025-01-18;20:20;Espresso Duplo;3;Shopping;Regular;24.0
2340;2025-01-08;15:32;Pão de Queijo;1;Centro;Novo;4.0
2341;2025-03-06;19:58;Pão de Queijo;1;Universidade;Corporativo;4.0
2342;2025-04-29;09:05;Cappuccino;1;Shopping;Novo;7.0
2343;2025-08-22;07:28;Café Espresso;1;Universidade;Regular;5.5
2344;2025-07-12;12:39;Cappuccino;3;Rodoviária;Corporativo;21.0
2345;2025-07-16;06:03;Bolo de Chocolate;2;Centro;Regular;17.0
2346;2025-04-19;16:03;Bolo de Chocolate;2;Universidade;Novo;17.0
2347;2025-03-29;18:36;Café Espresso;2;Rodoviária;Regular;11.0
2348;2025-04-05;19:59;Salgado;1;Shopping;Novo;7.0
2349;2025-09-27;17:19;Pão de Queijo;2;Universidade;Regular;8.0
2350;2025-01-10;14:22;Pão de Queijo;1;Shopping;Regular;4.0
2351;2025-08-21;18:17;Espresso Duplo;1;Shopping;Regular;8.0
2352;2025-05-31;06:24;Cappuccino;2;Universidade;Regular;14.0
2353;2025-04-23;06:53;Suco de Laranja;2;Rodoviária;Novo;12.0
2354;2025-07-11;20:33;Pão de Queijo;2;Centro;Novo;8.0
2355;2025-05-06;09:53;Suco de Laranja;3;Shopping;Corporativo;18.0
2356;2025-08-23;10:26;Cappuccino;1;Rodoviária;Regular;7.0
2357;2025-08-31;11:50;Cappuccino;3;Centro;Regular;21.0
2358;2025-04-18;10:33;Pão de Queijo;2;Universidade;Corporativo;8.0
2359;2025-03-11;12:02;Cappuccino;3;Shopping;Novo;21.0
2360;2025-06-04;06:23;Café Espresso;3;Shopping;Regular;16.5
2361;2025-09-04;13:02;Salgado;2;Centro;Regular;14.0
2362;2025-02-22;18:06;Pão de Queijo;2;Centro;Regular;8.0
2363;2025-06-12;14:55;Sanduíche Natural;1;Shopping;Regular;12.0
2364;2025-06-15;08:14;Pão de Queijo;1;Shopping;Regular;4.0
2365;2025-07-13;18:49;Pão de Queijo;3;Shopping;Novo;12.0
2366;2025-02-02;18:09;Pingado;2;Centro;Regular;7.0
2367;2025-07-09;12:38;Espresso Duplo;1;Shopping;Regular;8.0
2368;2025-09-03;14:36;Cappuccino;1;Rodoviária;Novo;7.0
2369;2025-02-14;09:39;Sanduíche Natural;3;Shopping;Corporativo;36.0
2370;2025-03-01;19:03;Cappuccino;3;Shopping;Novo;21.0
2371;2025-09-22;09:27;Café Espresso;3;Centro;Regular;16.5
2372;2025-02-15;19:43;Pão de Queijo;2;Shopping;Regular;8.0
2373;2025-08-18;07:12;Pingado;1;Universidade;Novo;3.5
2374;2025-05-07;20:32;Pingado;1;Shopping;Regular;3.5
2375;2025-03-04;09:38;Café Espresso;1;Universidade;Novo;5.5
2376;2025-08-23;17:24;Suco de Laranja;3;Shopping;Regular;18.0
2377;2025-04-25;14:27;Salgado;2;Centro;Novo;14.0
2378;2025-05-13;15:30;Cappuccino;3;Centro;Regular;21.0
2379;2025-04-02;06:52;Bolo de Chocolate;3;Universidade;Regular;25.5
2380;2025-06-04;12:12;Pão de Queijo;2;Shopping;Regular;8.0
2381;2025-02-10;12:09;Café Espresso;2;Universidade;Novo;11.0
2382;2025-04-10;11:47;Suco de Laranja;3;Shopping;Regular;18.0
2383;2025-09-21;16:57;Cappuccino;2;Centro;Regular;14.0
2384;2025-03-06;09:02;Cappuccino;3;Universidade;Novo;21.0
2385;2025-06-22;17:40;Café Espresso;1;Shopping;Regular;5.5
2386;2025-03-24;20:59;Suco de Laranja;2;Universidade;Corporativo;12.0
2387;2025-07-25;18:41;Pão de Queijo;1;Shopping;Corporativo;4.0
2388;2025-02-02;09:55;Cappuccino;2;Rodoviária;Regular;14.0
2389;2025-09-21;18:16;Bolo de Chocolate;3;Rodoviária;Regular;25.5
2390;2025-04-27;12:27;Café Espresso;3;Shopping;Regular;16.5
2391;2025-03-01;11:12;Chá Gelado;3;Shopping;Novo;19.5
2392;2025-01-19;17:16;Pão de Queijo;3;Universidade;Novo;12.0
2393;2025-02-12;20:35;Cappuccino;3;Shopping;Novo;21.0
2394;2025-05-15;17:14;Café Espresso;3;Rodoviária;Regular;16.5
2395;2025-03-27;19:52;Café Espresso;2;Shopping;Regular;11.0
2396;2025-08-10;16:55;Chá Gelado;2;Centro;Regular;13.0
2397;2025-04-21;20:03;Pão de Queijo;1;Rodoviária;Novo;4.0
2398;2025-03-04;08:33;Suco de Laranja;2;Universidade;Corporativo;12.0
2399;2025-06-11;09:26;Café Espresso;2;Shopping;Novo;11.0
2400;2025-07-06;15:29;Bolo de Chocolate;1;Rodoviária;Novo;8.5
2401;2025-02-11;18:19;Chá Gelado;1;Rodoviária;Regular;6.5
2402;2025-02-11;18:57;Cappuccino;3;Centro;Regular;21.0
2403;2025-01-10;10:28;Pão de Queijo;1;Shopping;Regular;4.0
2404;2025-07-14;12:56;Espresso Duplo;1;Shopping;Corporativo;8.0
2405;2025-06-24;07:20;Suco de Laranja;2;Universidade;Regular;12.0
2406;2025-05-02;16:09;Café Espresso;3;Centro;Novo;16.5
2407;2025-08-15;14:11;Cappuccino;1;Centro;Novo;7.0
2408;2025-08-03;19:50;Café Espresso;3;Centro;Novo;16.5
2409;2025-06-02;06:17;Sanduíche Natural;3;Centro;Regular;36.0
2410;2025-08-22;19:21;Bolo de Chocolate;1;Centro;Regular;8.5
2411;2025-02-21;10:00;Espresso Duplo;1;Shopping;Novo;8.0
2412;2025-01-28;06:42;Café Espresso;1;Universidade;Corporativo;5.5
2413;2025-03-09;09:59;Cappuccino;1;Centro;Regular;7.0
2414;2025-01-15;20:35;Café Espresso;3;Shopping;Regular;16.5
2415;2025-05-18;20:53;Cappuccino;2;Shopping;Regular;14.0
2416;2025-09-11;11:31;Café Espresso;3;Shopping;Regular;16.5
2417;2025-01-10;15:45;Cappuccino;3;Centro;Corporativo;21.0
2418;2025-01-31;11:32;Salgado;3;Centro;Novo;21.0
2419;2025-04-26;15:40;Café Espresso;1;Shopping;Regular;5.5
2420;2025-09-10;16:38;Pão de Queijo;1;Universidade;Novo;4.0
2421;2025-03-21;12:42;Chá Gelado;2;Centro;Regular;13.0
2422;2025-05-11;12:01;Pingado;2;Centro;Regular;7.0
2423;2025-01-11;07:37;Cappuccino;2;Universidade;Regular;14.0
2424;2025-02-06;12:50;Chá Gelado;3;Shopping;Novo;19.5
2425;2025-09-26;18:51;Cappuccino;2;Rodoviária;Corporativo;14.0
2426;2025-09-20;19:59;Cappuccino;3;Rodoviária;Regular;21.0
2427;2025-01-02;08:38;Sanduíche Natural;1;Centro;Regular;12.0
2428;2025-09-16;12:35;Salgado;3;Universidade;Regular;21.0
2429;2025-06-17;18:54;Sanduíche Natural;1;Centro;Regular;12.0
2430;2025-08-22;10:48;Salgado;1;Centro;Regular;7.0
2431;2025-04-27;15:35;Café Espresso;2;Rodoviária;Regular;11.0
2432;2025-05-14;12:44;Pão de Queijo;1;Shopping;Regular;4.0
2433;2025-05-06;20:33;Cappuccino;2;Centro;Novo;14.0
2434;2025-06-25;07:00;Pão de Queijo;2;Rodoviária;Regular;8.0
2435;2025-02-04;07:57;Café Espresso;2;Centro;Regular;11.0
2436;2025-01-08;19:39;Cappuccino;3;Shopping;Regular;21.0
2437;2025-03-19;16:55;Sanduíche Natural;2;Centro;Regular;24.0
2438;2025-07-05;13:14;Chá Gelado;2;Shopping;Regular;13.0
2439;2025-02-20;06:16;Bolo de Chocolate;1;Shopping;Novo;8.5
2440;2025-06-26;17:09;Pão de Queijo;3;Universidade;Regular;12.0
2441;2025-09-21;09:05;Suco de Laranja;2;Rodoviária;Regular;12.0
2442;2025-01-24;13:44;Bolo de Chocolate;2;Shopping;Regular;17.0
2443;2025-06-26;07:31;Pingado;2;Centro;Regular;7.0
2444;2025-04-24;08:53;Café Espresso;1;Rodoviária;Regular;5.5
2445;2025-08-22;15:03;Cappuccino;1;Shopping;Corporativo;7.0
2446;2025-02-14;17:49;Chá Gelado;1;Shopping;Regular;6.5
2447;2025-07-02;12:19;Chá Gelado;2;Centro;Regular;13.0
2448;2025-08-13;13:23;Pão de Queijo;2;Centro;Regular;8.0
2449;2025-09-14;12:25;Café Espresso;2;Shopping;Novo;11.0
2450;2025-06-29;14:35;Salgado;2;Shopping;Regular;14.0
2451;2025-05-09;12:09;Pão de Queijo;2;Centro;Regular;8.0
2452;2025-06-11;15:46;Suco de Laranja;1;Centro;Regular;6.0
2453;2025-08-22;17:00;Pão de Queijo;2;Centro;Regular;8.0
2454;2025-05-29;09:49;Café Espresso;3;Centro;Regular;16.5
2455;2025-01-08;14:15;Café Espresso;2;Centro;Regular;11.0
2456;2025-09-10;10:18;Pão de Queijo;1;Shopping;Regular;4.0
2457;2025-07-01;09:05;Café Espresso;2;Universidade;Regular;11.0
2458;2025-06-27;15:48;Café Espresso;3;Universidade;Regular;16.5
2459;2025-02-23;12:55;Cappuccino;2;Universidade;Novo;14.0
2460;2025-06-22;12:38;Cappuccino;3;Centro;Corporativo;21.0
2461;2025-04-11;14:44;Cappuccino;3;Centro;Corporativo;21.0
2462;2025-06-20;09:13;Café Espresso;1;Shopping;Regular;5.5
2463;2025-01-27;12:08;Espresso Duplo;3;Shopping;Novo;24.0
2464;2025-06-22;20:36;Café Espresso;2;Rodoviária;Novo;11.0
2465;2025-09-30;07:52;Cappuccino;3;Centro;Regular;21.0
2466;2025-01-12;09:07;Cappuccino;2;Universidade;Regular;14.0
2467;2025-09-24;20:20;Sanduíche Natural;2;Shopping;Regular;24.0
2468;2025-04-14;14:40;Cappuccino;2;Universidade;Corporativo;14.0
2469;2025-08-23;08:28;Café Espresso;2;Shopping;Regular;11.0
2470;2025-07-28;15:30;Café Espresso;1;Universidade;Regular;5.5
2471;2025-05-28;11:05;Suco de Laranja;2;Shopping;Novo;12.0
2472;2025-07-15;09:42;Suco de Laranja;1;Shopping;Novo;6.0
2473;2025-08-25;18:41;Cappuccino;3;Rodoviária;Regular;21.0
2474;2025-04-14;08:00;Café Espresso;2;Shopping;Novo;11.0
2475;2025-03-24;17:54;Cappuccino;3;Universidade;Regular;21.0
2476;2025-06-25;20:46;Pão de Queijo;1;Centro;Corporativo;4.0
2477;2025-08-04;10:45;Suco de Laranja;2;Centro;Regular;12.0
2478;2025-07-22;15:30;Café Espresso;2;Shopping;Regular;11.0
2479;2025-08-01;12:16;Pão de Queijo;1;Shopping;Regular;4.0
2480;2025-04-22;13:18;Cappuccino;3;Shopping;Novo;21.0
2481;2025-08-07;12:59;Bolo de Chocolate;1;Centro;Novo;8.5
2482;2025-01-30;08:29;Bolo de Chocolate;3;Universidade;Regular;25.5
2483;2025-05-22;08:57;Chá Gelado;3;Centro;Regular;19.5
2484;2025-01-02;14:28;Cappuccino;3;Rodoviária;Regular;21.0
2485;2025-03-24;07:51;Pão de Queijo;2;Centro;Regular;8.0
2486;2025-04-04;11:13;Cappuccino;1;Centro;Novo;7.0
2487;2025-04-11;08:27;Cappuccino;2;Centro;Regular;14.0
2488;2025-07-03;15:29;Café Espresso;1;Rodoviária;Regular;5.5
2489;2025-04-09;15:06;Cappuccino;3;Shopping;Corporativo;21.0
2490;2025-04-26;12:30;Café Espresso;2;Shopping;Regular;11.0
2491;2025-03-01;10:34;Espresso Duplo;2;Shopping;Regular;16.0
2492;2025-04-05;07:46;Bolo de Chocolate;2;Rodoviária;Regular;17.0
2493;2025-02-26;20:51;Café Espresso;3;Centro;Corporativo;16.5
2494;2025-01-19;19:35;Café Espresso;1;Centro;Regular;5.5
2495;2025-06-07;16:23;Cappuccino;3;Shopping;Regular;21.0
2496;2025-06-25;13:28;Cappuccino;2;Shopping;Regular;14.0
2497;2025-06-11;10:44;Cappuccino;2;Centro;Novo;14.0
2498;2025-04-29;11:07;Pão de Queijo;3;Shopping;Novo;12.0
2499;2025-04-07;20:48;Chá Gelado;2;Shopping;Regular;13.0
2500;2025-08-20;10:51;Pão de Queijo;2;Universidade;Corporativo;8.0
2501;2025-05-15;09:10;Pão de Queijo;1;Rodoviária;Regular;4.0
2502;2025-05-04;07:41;Salgado;1;Shopping;Regular;7.0
2503;2025-01-07;06:29;Café Espresso;1;Shopping;Regular;5.5
2504;2025-03-28;20:05;Café Espresso;1;Centro;Novo;5.5
2505;2025-04-07;12:52;Pão de Queijo;1;Universidade;Regular;4.0
2506;2025-04-12;20:39;Suco de Laranja;1;Centro;Corporativo;6.0
2507;2025-05-31;14:42;Pão de Queijo;2;Rodoviária;Regular;8.0
2508;2025-05-19;16:33;Café Espresso;2;Centro;Novo;11.0
2509;2025-06-08;16:12;Chá Gelado;1;Centro;Regular;6.5
2510;2025-07-23;09:26;Cappuccino;3;Centro;Novo;21.0
2511;2025-08-06;14:04;Salgado;1;Rodoviária;Regular;7.0
2512;2025-07-09;08:21;Chá Gelado;2;Rodoviária;Regular;13.0
2513;2025-09-17;20:02;Cappuccino;3;Rodoviária;Regular;21.0
2514;2025-01-05;19:20;Sanduíche Natural;3;Universidade;Regular;36.0
2515;2025-02-18;08:05;Suco de Laranja;3;Centro;Corporativo;18.0
2516;2025-01-02;17:31;Chá Gelado;2;Shopping;Regular;13.0
2517;2025-06-19;15:36;Cappuccino;3;Centro;Regular;21.0
2518;2025-08-31;19:24;Chá Gelado;2;Universidade;Regular;13.0
2519;2025-03-03;08:21;Café Espresso;2;Shopping;Novo;11.0
2520;2025-09-08;13:38;Salgado;1;Shopping;Regular;7.0
2521;2025-01-15;11:29;Cappuccino;2;Centro;Regular;14.0
2522;2025-09-11;20:49;Café Espresso;3;Universidade;Corporativo;16.5
2523;2025-03-31;20:22;Café Espresso;2;Rodoviária;Corporativo;11.0
2524;2025-01-26;13:32;Cappuccino;2;Universidade;Novo;14.0
2525;2025-05-06;20:24;Cappuccino;1;Rodoviária;Regular;7.0
2526;2025-03-06;09:23;Café Espresso;1;Shopping;Regular;5.5
2527;2025-03-13;20:57;Café Espresso;2;Centro;Novo;11.0
2528;2025-03-19;12:45;Cappuccino;2;Rodoviária;Novo;14.0
2529;2025-08-03;18:09;Cappuccino;2;Centro;Novo;14.0
2530;2025-05-20;12:17;Cappuccino;1;Centro;Regular;7.0
2531;2025-03-20;06:35;Sanduíche Natural;1;Centro;Novo;12.0
2532;2025-06-09;17:15;Bolo de Chocolate;3;Shopping;Novo;25.5
2533;2025-07-09;07:07;Café Espresso;3;Shopping;Novo;16.5
2534;2025-03-10;15:15;Pão de Queijo;3;Centro;Regular;12.0
2535;2025-04-16;12:55;Suco de Laranja;3;Rodoviária;Regular;18.0
2536;2025-01-31;16:05;Café Espresso;1;Rodoviária;Regular;5.5
2537;2025-02-15;06:11;Cappuccino;1;Centro;Novo;7.0
2538;2025-06-29;14:37;Pão de Queijo;2;Universidade;Regular;8.0
2539;2025-02-15;17:44;Espresso Duplo;3;Rodoviária;Corporativo;24.0
2540;2025-05-16;15:16;Pão de Queijo;2;Shopping;Regular;8.0
2541;2025-07-07;06:31;Suco de Laranja;2;Centro;Regular;12.0
2542;2025-01-27;13:53;Cappuccino;1;Centro;Regular;7.0
2543;2025-05-28;13:55;Suco de Laranja;2;Universidade;Corporativo;12.0
2544;2025-03-06;20:42;Cappuccino;2;Shopping;Novo;14.0
2545;2025-09-19;19:23;Cappuccino;1;Universidade;Regular;7.0
2546;2025-05-05;15:46;Pão de Queijo;1;Universidade;Regular;4.0
2547;2025-08-04;12:38;Chá Gelado;1;Centro;Regular;6.5
2548;2025-05-23;15:35;Café Espresso;1;Centro;Regular;5.5
2549;2025-01-11;14:59;Café Espresso;3;Centro;Regular;16.5
2550;2025-06-15;07:58;Suco de Laranja;3;Centro;Regular;18.0
2551;2025-09-16;14:09;Pão de Queijo;3;Centro;Novo;12.0
2552;2025-06-06;08:45;Cappuccino;2;Centro;Regular;14.0
2553;2025-08-07;18:14;Cappuccino;3;Universidade;Novo;21.0
2554;2025-08-27;07:28;Cappuccino;1;Centro;Regular;7.0
2555;2025-02-27;09:52;Pão de Queijo;3;Shopping;Regular;12.0
2556;2025-02-22;07:28;Salgado;1;Centro;Novo;7.0
2557;2025-06-09;20:16;Café Espresso;3;Shopping;Regular;16.5
2558;2025-04-15;15:26;Chá Gelado;3;Universidade;Regular;19.5
2559;2025-08-13;10:40;Cappuccino;1;Centro;Regular;7.0
2560;2025-08-31;20:59;Café Espresso;1;Centro;Novo;5.5
2561;2025-03-31;17:30;Pão de Queijo;2;Universidade;Regular;8.0
2562;2025-03-01;10:59;Bolo de Chocolate;2;Shopping;Regular;17.0
2563;2025-07-27;16:57;Café Espresso;2;Centro;Novo;11.0
2564;2025-03-11;14:45;Suco de Laranja;3;Universidade;Regular;18.0
2565;2025-08-08;18:59;Suco de Laranja;3;Centro;Regular;18.0
2566;2025-04-19;15:37;Café Espresso;1;Shopping;Regular;5.5
2567;2025-06-25;08:35;Café Espresso;1;Centro;Novo;5.5
2568;2025-01-24;09:16;Café Espresso;2;Shopping;Novo;11.0
2569;2025-06-13;08:02;Salgado;1;Universidade;Novo;7.0
2570;2025-04-26;18:13;Cappuccino;3;Universidade;Novo;21.0
2571;2025-06-02;06:12;Salgado;1;Rodoviária;Regular;7.0
2572;2025-02-11;14:26;Pão de Queijo;1;Shopping;Regular;4.0
2573;2025-07-15;06:56;Suco de Laranja;1;Rodoviária;Novo;6.0
2574;2025-08-20;06:47;Pão de Queijo;1;Shopping;Corporativo;4.0
2575;2025-02-24;07:33;Cappuccino;1;Shopping;Novo;7.0
2576;2025-01-24;19:53;Chá Gelado;2;Rodoviária;Novo;13.0
2577;2025-01-06;12:58;Suco de Laranja;2;Shopping;Regular;12.0
2578;2025-06-18;06:02;Pão de Queijo;3;Shopping;Regular;12.0
2579;2025-06-08;07:39;Bolo de Chocolate;2;Centro;Regular;17.0
2580;2025-05-22;14:01;Bolo de Chocolate;1;Universidade;Regular;8.5
2581;2025-02-28;07:25;Cappuccino;2;Centro;Regular;14.0
2582;2025-04-10;20:08;Cappuccino;3;Centro;Regular;21.0
2583;2025-06-04;19:19;Cappuccino;2;Rodoviária;Regular;14.0
2584;2025-05-08;10:28;Pingado;3;Centro;Regular;10.5
2585;2025-09-27;16:24;Pão de Queijo;3;Centro;Regular;12.0
2586;2025-02-03;11:57;Café Espresso;3;Rodoviária;Novo;16.5
2587;2025-07-03;17:24;Pão de Queijo;1;Centro;Regular;4.0
2588;2025-04-14;14:38;Café Espresso;3;Centro;Corporativo;16.5
2589;2025-04-20;19:43;Cappuccino;2;Shopping;Regular;14.0
2590;2025-07-09;15:56;Cappuccino;2;Centro;Novo;14.0
2591;2025-07-02;10:15;Pão de Queijo;2;Rodoviária;Regular;8.0
2592;2025-09-28;10:11;Pingado;3;Centro;Regular;10.5
2593;2025-02-01;13:25;Pingado;3;Universidade;Novo;10.5
2594;2025-01-26;09:08;Café Espresso;1;Centro;Regular;5.5
2595;2025-07-11;12:38;Pão de Queijo;3;Centro;Novo;12.0
2596;2025-05-31;18:30;Salgado;2;Centro;Regular;14.0
2597;2025-03-10;08:19;Café Espresso;1;Centro;Regular;5.5
2598;2025-01-20;12:42;Suco de Laranja;2;Shopping;Regular;12.0
2599;2025-01-22;16:29;Sanduíche Natural;1;Shopping;Regular;12.0
2600;2025-08-30;10:43;Bolo de Chocolate;3;Universidade;Regular;25.5
2601;2025-02-17;08:48;Cappuccino;1;Centro;Novo;7.0
2602;2025-03-23;12:21;Chá Gelado;3;Shopping;Novo;19.5
2603;2025-02-26;15:22;Sanduíche Natural;3;Centro;Novo;36.0
2604;2025-04-01;20:29;Suco de Laranja;2;Shopping;Corporativo;12.0
2605;2025-01-18;07:12;Cappuccino;3;Shopping;Regular;21.0
2606;2025-05-15;17:03;Salgado;3;Shopping;Regular;21.0
2607;2025-01-17;07:55;Cappuccino;3;Centro;Novo;21.0
2608;2025-08-02;12:32;Cappuccino;2;Universidade;Regular;14.0
2609;2025-02-28;07:33;Pão de Queijo;3;Universidade;Novo;12.0
2610;2025-05-20;09:34;Pingado;2;Centro;Regular;7.0
2611;2025-08-25;06:27;Salgado;1;Centro;Regular;7.0
2612;2025-06-20;19:33;Suco de Laranja;2;Shopping;Regular;12.0
2613;2025-05-18;16:56;Pão de Queijo;2;Rodoviária;Regular;8.0
2614;2025-03-24;18:32;Cappuccino;3;Centro;Regular;21.0
2615;2025-03-26;14:54;Sanduíche Natural;2;Universidade;Regular;24.0
